['580d6bcd6164390003663001'],Land & Building Dimensions,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Stories & Materials,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Additional Info,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Land & Building Value,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Total Value,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Record Number,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Mortgager,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Street Address,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Record Date,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Amount Loaned,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Complete Consensus
580d6bcd6164390003663001,['63 x 45'],1,1,1,1.0,ok,lossless,real,['3'],1,1,1,1.0,ok,lossless,real,['three buildings'],1,1,1,1.0,ok,lossless,real,[''],1,1,1,1.0,ok,lossless,real,"['42,500']",1,1,1,1.0,ok,lossless,real,['3730'],1,3,3,1.0,ok,lossless,real,['Richard Hennessy'],1,3,3,1.0,ok,lossless,real,"['170, 172, & 174 Spring St']",1,1,1,1.0,ok,lossless,real,['June 22/91'],1,1,1,1.0,ok,lossless,real,['$20000'],1,1,1,1.0,ok,lossless,real,ok
