['580d6bd06164390003933001'],Record Number,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Record Number,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Amount Loaned,Options,Max,Out of,Ratio,Majority,Algorithm Type,Consensus Response Type,Complete Consensus
580d6bd06164390003933001,['3732'],1,3,5,0.6,ok,lossless,real,['3732'],1,3,5,0.6,ok,lossless,real,['$5000.'],1,1,1,1.0,ok,lossless,real,ok
