['580d6bd06164390003933001'],Record Number,Record Number,Amount Loaned
580d6bd06164390003933001,"[[('See 3731', 1)], [('3731', 1)], [('3732', 3)]]","[[('See 3731', 1)], [('3731', 1)], [('3732', 3)]]","[[('$5000.', 1)]]"
